season_id,episode_id,scene_id,utterance_id,speaker,emotion,tokens,sentences
tst,e23,c05,u007,Ryan,neutral,"[['Chicken', 'or', 'small', '?']]",Chicken or small?
tst,e23,c05,u008,Phoebe Buffay,joy,"[['Chicken', '.'], ['Which', 'is', 'so', 'ironic', 'considering', 'I', ""'m"", 'a', 'vegetarian', '.']]",Chicken. Which is so ironic considering I'm a vegetarian.
tst,e23,c05,u009,Ryan,neutral,"[['Why', 'are', ""n't"", 'you', 'at', 'home', 'in', 'bed', '?']]",Why aren't you at home in bed?
tst,e23,c05,u010,Phoebe Buffay,joy,"[[""'"", 'Cause', 'my', ',', 'my', 'grandmother', ""'s"", 'never', 'had', 'chicken', 'pox', '.'], ['Please', ',', 'please', 'tell', 'me', 'you', 'have', ',', ""'cause"", 'oh', 'my', 'God', ',', 'I', 'forgot', 'how', 'cute', 'you', 'are', '.']]","'Cause my, my grandmother's never had chicken pox. Please, please tell me you have, 'cause oh my God, I forgot how cute you are."
tst,e23,c05,u011,Ryan,scared,"[['I', ""'m"", 'sorry', ',', 'I', 'never', 'had', ""'"", 'em', '.']]","I'm sorry, I never had 'em."
tst,e23,c05,u012,Phoebe Buffay,scared,"[['Ohh', ',', 'ohh', '.']]","Ohh, ohh."
tst,e23,c05,u013,Ryan,powerful,"[['If', 'I', 'had', 'one', 'wish', ',', 'it', 'would', 'be', 'to', 'build', 'a', 'time', 'machine', ',', 'go', 'back', 'to', 'when', 'I', 'was', '7', ',', 'when', 'Jimmy', 'Hauser', 'had', 'the', 'chicken', 'pox', '.'], ['I', 'would', 'grab', 'that', 'kid', 'and', 'rub', 'him', 'all', 'over', 'my', 'face', '.']]","If I had one wish, it would be to build a time machine, go back to when I was 7, when Jimmy Hauser had the chicken pox. I would grab that kid and rub him all over my face."
tst,e23,c05,u014,Phoebe Buffay,angry,"[['Yeah', ',', 'or', 'you', 'know', ',', 'you', 'could', 'just', 'wish', 'that', 'I', 'did', ""n't"", 'have', 'them', 'now', '.']]","Yeah, or you know, you could just wish that I didn't have them now."
tst,e23,c05,u015,Ryan,neutral,"[['Can', 'I', 'please', 'see', 'your', 'face', '?']]",Can I please see your face?
tst,e23,c05,u016,Phoebe Buffay,scared,"[['Nope', '.'], ['You', 'do', ""n't"", 'want', 'to', 'see', 'a', 'face', 'covered', 'with', 'pox', '.']]",Nope. You don't want to see a face covered with pox.
tst,e23,c05,u017,Ryan,peaceful,"[['Your', 'face', 'could', 'be', 'covered', 'with', 'lochs', ',', 'I', 'would', ""n't"", 'care', '.']]","Your face could be covered with lochs, I wouldn't care."
tst,e23,c05,u018,Phoebe Buffay,scared,"[['And', 'you', 'hate', 'fish', '.'], ['Oh', '.'], ['That', ""'s"", 'so', 'sweet', ',', 'alright', '.'], ['Ok', ',', 'alright', ',', 'you', 'can', 'see', '.'], ['This', 'is', 'me', '...'], ['Oh', ',', 'I', 'am', 'scary', '.']]","And you hate fish. Oh. That's so sweet, alright. Ok, alright, you can see. This is me... Oh, I am scary."
tst,e23,c05,u019,Ryan,peaceful,"[['Sorry', ',', 'the', 'lightning', '.'], ['Lightning', 'was', 'an', 'unfortunate', 'incidence', '.'], ['You', 'look', 'lovely', ',', 'lovely', '.']]","Sorry, the lightning. Lightning was an unfortunate incidence. You look lovely, lovely."
tst,e23,c05,u020,Phoebe Buffay,sad,"[['I', 'hate', 'this', '.'], [""'"", 'Cause', 'I', 'tell', 'you', ',', 'I', 'had', 'the', 'most', 'amazing', 'two', 'weeks', 'planned', 'for', 'us', ',', 'and', 'almost', 'everything', 'I', 'had', 'in', 'mind', ',', 'we', 'had', 'to', 'be', 'a', 'lot', 'closer', 'than', 'this', '.']]","I hate this. 'Cause I tell you, I had the most amazing two weeks planned for us, and almost everything I had in mind, we had to be a lot closer than this."
tst,e23,c05,u021,Ryan,joy,"[['Phoebe', ',', 'I', 'have', 'spent', 'the', 'last', 'eight', 'months', 'in', 'a', 'steel', 'tube', 'with', 'men', ',', 'thinking', 'about', 'this', 'moment', '.'], ['I', 'am', 'not', 'gon', 'na', 'let', 'a', 'bunch', 'of', 'itchy', 'spots', 'stand', 'between', 'us', '.']]","Phoebe, I have spent the last eight months in a steel tube with men, thinking about this moment. I am not gonna let a bunch of itchy spots stand between us."
tst,e23,c05,u022,Phoebe Buffay,joy,"[['Ok', ',', 'this', 'is', 'the', 'most', 'romantic', 'disease', 'I', ""'ve"", 'ever', 'had', '.']]","Ok, this is the most romantic disease I've ever had."
tst,e23,c06,u002,Joey Tribbiani,neutral,"[['Hey', '.']]",Hey.
tst,e23,c06,u003,Chandler Bing,peaceful,"[['Hey', ',', 'how', ""'s"", 'the', 'first', 'day', 'goin', ""'"", '?']]","Hey, how's the first day goin'?"
tst,e23,c06,u004,Joey Tribbiani,peaceful,"[['Pretty', 'good', '.'], ['It', ""'s"", 'like', 'you', 'said', '.'], ['It', ""'s"", 'mostly', 'just', 'putting', 'numbers', 'from', 'one', 'column', 'into', 'another', 'column', '.']]",Pretty good. It's like you said. It's mostly just putting numbers from one column into another column.
tst,e23,c06,u005,Chandler Bing,neutral,"[['Well', 'there', 'you', 'go', '.']]",Well there you go.
tst,e23,c06,u006,Joey Tribbiani,joy,"[['Hey', 'and', 'everbody', 'is', 'so', 'nice', '.'], ['I', 'just', 'had', 'a', 'good', 'talk', 'with', 'that', 'lady', 'with', 'the', 'red', 'hair', ',', 'Jeannie', '.']]","Hey and everbody is so nice. I just had a good talk with that lady with the red hair, Jeannie."
tst,e23,c06,u007,Chandler Bing,neutral,"[['Jeannie', ',', 'the', 'head', 'of', 'east', 'coast', 'operations', 'Jeannie', '?']]","Jeannie, the head of east coast operations Jeannie?"
tst,e23,c06,u008,Joey Tribbiani,joy,"[['Yeah', ',', 'turns', 'out', 'our', 'kids', 'go', 'to', 'the', 'same', 'school', '.'], ['Small', 'world', 'huh', '?']]","Yeah, turns out our kids go to the same school. Small world huh?"
tst,e23,c06,u009,Chandler Bing,neutral,"[['Weird', 'world', '.'], ['Your', 'kids', '?']]",Weird world. Your kids?
tst,e23,c06,u010,Joey Tribbiani,neutral,"[['I', 'figure', 'my', 'character', 'has', 'kids', '.']]",I figure my character has kids.
tst,e23,c06,u011,Chandler Bing,scared,"[['Ya', 'know', 'there', 'is', ""n't"", 'a', 'part', 'of', 'that', 'sentence', 'I', 'do', ""n't"", 'need', 'explained', '.']]",Ya know there isn't a part of that sentence I don't need explained.
tst,e23,c06,u012,Joey Tribbiani,joy,"[['Well', ',', 'see', 'when', 'you', ""'re"", 'acting', 'you', 'need', 'to', 'think', 'about', 'stuff', 'like', 'that', '.'], ['My', 'character', ',', 'Joseph', 'the', 'processor', 'guy', ',', 'has', 'two', 'little', 'girls', ',', 'Ashley', 'and', 'Brittany', '.'], ['Ashley', 'copies', 'everything', 'Brittany', 'does', '.']]","Well, see when you're acting you need to think about stuff like that. My character, Joseph the processor guy, has two little girls, Ashley and Brittany. Ashley copies everything Brittany does."
tst,e23,c06,u013,Chandler Bing,peaceful,"[['Well', ',', 'invisible', 'kids', 'can', 'be', 'that', 'way', 'sometimes', '.']]","Well, invisible kids can be that way sometimes."
tst,e23,c06,u014,Joey Tribbiani,joy,"[['Yeah', '.'], ['Joseph', 'and', 'his', 'wife', ',', 'Karen', ',', 'are', 'thinking', 'of', 'having', 'a', 'third', 'kid', '...'], ['Ya', 'know', 'what', '?'], ['Just', 'did', '.']]","Yeah. Joseph and his wife, Karen, are thinking of having a third kid... Ya know what? Just did."
tst,e23,c06,u015,Chandler Bing,joy,"[['Really', '?'], ['Wow', '.'], ['That', ""'s"", 'some', 'pretty', 'powerful', 'imaginary', 'sperm', 'you', 'must', 'have', 'there', '.']]",Really? Wow. That's some pretty powerful imaginary sperm you must have there.
tst,e23,c07,u002,Ryan,neutral,"[['You', 'know', 'what', 'makes', 'the', 'itching', 'even', 'worse', '?']]",You know what makes the itching even worse?
tst,e23,c07,u003,Phoebe Buffay,neutral,"[['That', 'you', 'do', ""n't"", 'stop', 'talking', 'about', 'it', '.']]",That you don't stop talking about it.
tst,e23,c07,u004,Ryan,angry,"[['Fine', '.']]",Fine.
tst,e23,c07,u005,Phoebe Buffay,joy,"[['Let', ""'s"", 'just', 'play', ',', 'ok', '.'], ['Good', ',', 'ok', '.'], ['Here', 'we', 'go', ',', 'double', 'sixes', ',', 'here', 'we', 'go', '...'], ['Here', 'we', 'go', ',', 'come', 'to', 'mama', ',', 'just', 'getting', 'ready', 'to', 'roll', 'the', 'dice', '...']]","Let's just play, ok. Good, ok. Here we go, double sixes, here we go... Here we go, come to mama, just getting ready to roll the dice..."
tst,e23,c07,u006,Ryan,scared,"[['What', ""'re"", 'you', 'doing', '?'], ['Are', 'you', 'scratching', '?']]",What're you doing? Are you scratching?
tst,e23,c07,u007,Phoebe Buffay,powerful,"[['No', '.'], ['This', 'is', 'what', 'I', 'do', 'for', 'luck', ',', 'ok', '.']]","No. This is what I do for luck, ok."
tst,e23,c07,u008,Ryan,powerful,"[['You', ""'re"", 'scratching', '.'], ['Give', 'me', 'the', 'dice', '.']]",You're scratching. Give me the dice.
tst,e23,c07,u009,Phoebe Buffay,powerful,"[['No', '.']]",No.
tst,e23,c07,u010,Ryan,powerful,"[['Give', 'me', 'the', 'dice', '.']]",Give me the dice.
tst,e23,c07,u011,Phoebe Buffay,powerful,"[['No', '.'], ['Here', '.'], ['There', '.'], ['Ooh', ',', 'double', 'sixes', '.']]","No. Here. There. Ooh, double sixes."
tst,e23,c07,u012,Ryan,neutral,"[['We', 'ca', ""n't"", 'scratch', '.'], ['You', 'know', 'we', 'ca', ""n't"", ',', 'we', ""'ll"", 'scar', '.']]","We can't scratch. You know we can't, we'll scar."
tst,e23,c07,u013,Phoebe Buffay,sad,"[['Uhh', ',', 'I', 'ca', ""n't"", 'stop', 'thinking', 'about', 'it', '.'], ['It', ""'s"", 'just', 'so', 'hard', '.'], ['I', 'just', 'wan', 'na', 'grab', 'all', 'these', 'houses', 'and', 'rub', ""'"", 'em', 'all', 'over', 'my', 'body', '.']]","Uhh, I can't stop thinking about it. It's just so hard. I just wanna grab all these houses and rub 'em all over my body."
tst,e23,c07,u014,Ryan,powerful,"[['No', '.']]",No.
tst,e23,c07,u015,Phoebe Buffay,powerful,"[['Give', 'it', '.']]",Give it.
tst,e23,c07,u016,Ryan,powerful,"[['No', '.']]",No.
tst,e23,c07,u017,Phoebe Buffay,powerful,"[['Yeah', ',', 'come', 'on', '.'], ['You', 'know', 'you', 'want', 'it', ',', 'you', 'know', 'you', 'want', 'it', 'too', ',', 'come', 'on', '.'], ['Let', ""'s"", 'just', 'be', 'bad', ',', 'it', ""'ll"", 'feel', 'so', 'good', '.']]","Yeah, come on. You know you want it, you know you want it too, come on. Let's just be bad, it'll feel so good."
tst,e23,c07,u018,Ryan,scared,"[['Oh', 'God', 'help', 'me', '.']]",Oh God help me.
tst,e23,c07,u019,Phoebe Buffay,joy,"[['Now', 'do', 'me', ',', 'do', 'my', 'back', '.'], ['Oh', 'come', 'on', ',', 'harder', '.']]","Now do me, do my back. Oh come on, harder."
tst,e23,c07,u020,Rachel Green,angry,"[['Oh', ',', 'stop', 'that', ',', 'stop', 'that', 'right', 'now', '.']]","Oh, stop that, stop that right now."
tst,e23,c07,u021,Ross Geller,scared,"[['You', 'know', ',', 'I', 'might', 'have', 'expected', 'this', 'of', 'you', 'Phoebe', ',', 'but', 'Ryan', ',', 'you', ""'re"", 'a', 'military', 'man', '.']]","You know, I might have expected this of you Phoebe, but Ryan, you're a military man."
tst,e23,c08,u002,Joey Tribbiani,joy,"[['You', 'and', 'Milton', 'have', 'to', 'join', 'us', 'on', 'the', 'boat', '.'], ['Karen', ""'ll"", 'pack', 'a', 'lunch', ',', 'you', ""'ll"", 'bring', 'the', 'kids', ',', 'we', ""'ll"", 'make', 'a', 'day', 'of', 'it', '.']]","You and Milton have to join us on the boat. Karen'll pack a lunch, you'll bring the kids, we'll make a day of it."
tst,e23,c08,u003,Jeannie,joy,"[['Oh', ',', 'that', 'sounds', 'lovely', '.'], ['We', ""'re"", 'gon', 'na', 'have', 'to', 'set', 'that', 'up', '.'], ['Oh', ',', 'I', 'better', 'get', 'back', '.'], ['Hope', 'the', 'baby', 'feels', 'better', '.']]","Oh, that sounds lovely. We're gonna have to set that up. Oh, I better get back. Hope the baby feels better."
tst,e23,c08,u004,Joey Tribbiani,neutral,"[['Oh', ',', 'thanks', ',', 'thanks', '.'], ['Bye', 'bye', 'Jeannie', '.']]","Oh, thanks, thanks. Bye bye Jeannie."
tst,e23,c08,u005,Jeannie,neutral,"[['Bye', 'bye', 'Joey', '.']]",Bye bye Joey.
tst,e23,c08,u006,Joey Tribbiani,angry,"[['What', 'a', 'phony', '.']]",What a phony.
tst,e23,c08,u007,Chandler Bing,angry,"[['Well', ',', 'I', ""'m"", 'sure', 'you', ""'ll"", 'teach', 'her', 'a', 'lesson', 'when', 'she', 'steps', 'off', 'the', 'dock', 'onto', 'nothing', '.'], ['Hey', 'Mr.', 'Douglas', '.']]","Well, I'm sure you'll teach her a lesson when she steps off the dock onto nothing. Hey Mr. Douglas."
tst,e23,c08,u008,Joey Tribbiani,neutral,"[['Sir', '.']]",Sir.
tst,e23,c08,u009,Mr. Douglas,angry,"[['Uh', ',', 'listen', 'Bing', ',', 'I', 'received', 'your', 'memo', '.'], ['So', ',', 'we', ""'re"", 'not', 'gon', 'na', 'receive', 'the', 'systems', 'report', 'until', 'next', 'Friday', '?']]","Uh, listen Bing, I received your memo. So, we're not gonna receive the systems report until next Friday?"
tst,e23,c08,u010,Chandler Bing,neutral,"[['Well', 'the', 'people', 'in', 'my', 'group', 'wan', 'na', 'spend', 'the', 'holiday', 'weekend', 'with', 'their', 'families', '.']]",Well the people in my group wanna spend the holiday weekend with their families.
tst,e23,c08,u011,Mr. Douglas,peaceful,"[['I', 'have', 'a', 'family', ',', 'I', ""'m"", 'gon', 'na', 'be', 'here', '.']]","I have a family, I'm gonna be here."
tst,e23,c08,u012,Joey Tribbiani,neutral,"[['Yeah', 'Bing', ',', 'what', ""'s"", 'that', 'about', '?']]","Yeah Bing, what's that about?"
tst,e23,c08,u013,Chandler Bing,powerful,"[['It', ""'s"", 'about', 'cutting', 'my', 'people', 'a', 'little', 'slack', ',', 'ya', 'know', ',', 'for', 'morale', '.'], ['Look', ',', 'if', 'you', 'wan', 'na', 'see', 'some', 'rough', 'numbers', ',', 'I', 'can', 'get', 'them', 'to', 'you', 'by', 'Wednesday', '.']]","It's about cutting my people a little slack, ya know, for morale. Look, if you wanna see some rough numbers, I can get them to you by Wednesday."
tst,e23,c08,u014,Mr. Douglas,angry,"[['Rough', 'numbers', '?']]",Rough numbers?
tst,e23,c08,u015,Joey Tribbiani,neutral,"[['This', 'company', 'was', 'not', 'built', 'on', 'rough', 'numbers', '.'], ['Am', 'I', 'right', 'Mr.', 'Douglas', '.']]",This company was not built on rough numbers. Am I right Mr. Douglas.
tst,e23,c08,u016,Mr. Douglas,powerful,"[['Have', 'the', 'final', 'numbers', 'on', 'my', 'desk', 'by', 'Tuesday', '.']]",Have the final numbers on my desk by Tuesday.
tst,e23,c08,u017,Chandler Bing,neutral,"[['Uh', ',', 'if', 'you', 'say', 'so', 'sir', '.']]","Uh, if you say so sir."
tst,e23,c08,u018,Joey Tribbiani,joy,"[['Joseph', ""'s"", 'good', ',', 'is', ""n't"", 'he', '?']]","Joseph's good, isn't he?"
tst,e23,c08,u019,Chandler Bing,angry,"[['Well', ',', 'I', ""'m"", 'going', 'to', 'kill', 'you', '.']]","Well, I'm going to kill you."
tst,e23,c08,u020,Joey Tribbiani,joy,"[['Hey', ',', 'hey', ',', 'I', 'just', 'figure', 'Joseph', ""'s"", 'the', 'kinda', 'guy', 'that', 'likes', 'to', 'mix', 'it', 'up', '.'], ['Ya', 'know', ',', 'get', 'in', 'there', ',', 'ruffle', 'some', 'feathers', '.']]","Hey, hey, I just figure Joseph's the kinda guy that likes to mix it up. Ya know, get in there, ruffle some feathers."
tst,e23,c08,u021,Chandler Bing,neutral,"[['Why', '?']]",Why?
tst,e23,c08,u022,Joey Tribbiani,powerful,"[['Look', ',', 'I', ""'m"", 'sorry', 'but', 'that', ""'s"", 'what', 'Joseph', 'does', ',', 'ok', '.'], ['If', 'you', 'try', 'to', 'pull', 'somethin', ""'"", ',', 'he', ""'ll"", 'call', 'you', 'on', 'it', '.'], [""'"", 'What', ""'re"", 'you', 'tryin', ""'"", 'to', 'pull', ',', ""'"", 'he', ""'ll"", 'say', '.']]","Look, I'm sorry but that's what Joseph does, ok. If you try to pull somethin', he'll call you on it. 'What're you tryin' to pull,' he'll say."
tst,e23,c10,u002,Joey Tribbiani,neutral,"[['Hey', '.'], ['Mr.', 'Douglas', 'is', 'looking', 'for', 'you', '.']]",Hey. Mr. Douglas is looking for you.
tst,e23,c10,u003,Chandler Bing,scared,"[['Why', '?'], ['Wh', '-', 'wh', '-', 'why', 'is', 'Mr.', 'Douglas', 'looking', 'for', 'me', '?']]",Why? Wh- wh- why is Mr. Douglas looking for me?
tst,e23,c10,u004,Joey Tribbiani,powerful,"[[""'"", 'Cause', 'he', 'has', 'a', 'strong', 'suspicion', 'that', 'you', 'dropped', 'the', 'ball', 'on', 'the', 'Lender', 'project', '.']]",'Cause he has a strong suspicion that you dropped the ball on the Lender project.
tst,e23,c10,u005,Chandler Bing,scared,"[['Wha', '-', 'wh', '-', 'why', ',', 'why', ',', 'why', 'does', 'he', 'suspect', 'that', '?']]","Wha- wh- why, why, why does he suspect that?"
tst,e23,c10,u006,Joey Tribbiani,neutral,"[['Becasue', 'at', 'first', 'he', 'thought', 'it', 'was', 'Joseph', '.'], ['But', 'after', 'he', 'asked', 'Joseph', 'about', 'it', ',', 'turns', 'out', 'it', 'was', 'you', '.'], ['Anyway', ',', 'I', 'just', 'thought', 'you', 'should', 'know', '.']]","Becasue at first he thought it was Joseph. But after he asked Joseph about it, turns out it was you. Anyway, I just thought you should know."
tst,e23,c10,u007,Chandler Bing,powerful,"[['Alright', ',', 'that', ""'s"", 'it', '.'], ['Look', 'Joey', ',', 'I', ""'m"", 'sorry', ',', 'I', 'realize', 'this', 'is', 'the', 'role', 'of', 'a', 'lifetime', 'for', 'ya', ',', 'and', 'if', 'I', 'could', 'just', 'fire', 'Joseph', ',', 'I', 'would', ',', 'but', 'unfortunately', 'that', ""'s"", 'not', 'possible', 'so', 'I', ""'m"", 'gon', 'na', 'have', 'to', 'let', 'both', 'of', 'you', 'go', '.']]","Alright, that's it. Look Joey, I'm sorry, I realize this is the role of a lifetime for ya, and if I could just fire Joseph, I would, but unfortunately that's not possible so I'm gonna have to let both of you go."
tst,e23,c10,u008,Joey Tribbiani,neutral,"[['What', ""'re"", 'you', 'talking', 'about', ',', 'everybody', 'loves', 'Joseph', '.']]","What're you talking about, everybody loves Joseph."
tst,e23,c10,u009,Chandler Bing,angry,"[['I', 'do', ""n't"", ',', 'I', 'hate', 'Joseph', ',', 'ok', '.'], ['I', 'think', 'he', ""'s"", 'a', 'brown', '-', 'nosing', 'suck', 'up', '.']]","I don't, I hate Joseph, ok. I think he's a brown-nosing suck up."
tst,e23,c10,u010,Joey Tribbiani,neutral,"[['Oh', 'yeah', '.'], ['Well', 'you', 'ca', ""n't"", 'fire', 'Joseph', '.'], ['You', 'know', 'why', ',', ""'cause"", 'he', ""'s"", 'not', 'in', 'your', 'department', '.']]","Oh yeah. Well you can't fire Joseph. You know why, 'cause he's not in your department."
tst,e23,c10,u011,Chandler Bing,angry,"[['Alright', ',', 'ok', ',', 'alright', '.'], ['So', 'I', 'ca', ""n't"", 'fire', 'Joseph', 'but', 'uh', ',', 'I', 'can', 'sleep', 'with', 'his', 'wife', '.']]","Alright, ok, alright. So I can't fire Joseph but uh, I can sleep with his wife."
tst,e23,c10,u012,Joey Tribbiani,neutral,"[['Karen', '.']]",Karen.
tst,e23,c10,u013,Chandler Bing,powerful,"[['Yeah', ',', 'Karen', '.'], ['I', ""'m"", 'thinking', 'about', 'having', 'an', 'affair', 'with', 'her', '.'], ['Oh', ',', 'you', 'know', 'what', '?'], ['I', 'just', 'did', '.']]","Yeah, Karen. I'm thinking about having an affair with her. Oh, you know what? I just did."
tst,e23,c10,u014,Joey Tribbiani,sad,"[['Ahh', '.'], ['What', 'the', 'hell', 'are', 'you', 'doing', 'to', 'me', 'man', '.']]",Ahh. What the hell are you doing to me man.
tst,e23,c10,u015,Chandler Bing,powerful,"[['Oh', 'well', 'it', ""'s"", 'not', 'me', ',', 'it', ""'s"", 'my', 'character', ',', 'Chandy', '.'], ['Yeah', 'the', 'rogue', 'processor', 'who', 'seduces', 'his', 'co-worker', ""'s"", 'wives', 'for', 'sport', 'and', 'then', 'laughs', 'about', 'it', 'the', 'next', 'day', 'at', 'the', 'water', 'cooler', '.'], ['In', 'fact', ',', 'I', 'have', 'her', 'panties', 'right', 'there', 'in', 'my', 'drawer', '.']]","Oh well it's not me, it's my character, Chandy. Yeah the rogue processor who seduces his co-worker's wives for sport and then laughs about it the next day at the water cooler. In fact, I have her panties right there in my drawer."
tst,e23,c10,u016,Joey Tribbiani,scared,"[['Really', '?']]",Really?
tst,e23,c10,u017,Chandler Bing,angry,"[['No', 'freakshow', ',', 'she', ""'s"", 'fictional', '.']]","No freakshow, she's fictional."
tst,e23,c10,u018,Joey Tribbiani,neutral,"[['Take', 'it', 'easy', '.'], ['If', 'it', 'means', 'that', 'much', 'to', 'you', ',', 'I', ""'ll"", 'uh', ',', 'I', ""'ll"", 'go', 'find', 'something', 'else', '.']]","Take it easy. If it means that much to you, I'll uh, I'll go find something else."
tst,e23,c10,u019,Chandler Bing,peaceful,"[['Thank', 'you', '.']]",Thank you.
tst,e23,c10,u020,Joey Tribbiani,powerful,"[['It', ""'s"", 'just', 'that', ',', 'I', ',', 'I', ""'m"", 'gon', 'na', 'miss', 'Joseph', '.'], ['I', 'liked', 'him', '.'], ['His', 'wife', ',', 'she', 'was', 'hot', '.']]","It's just that, I, I'm gonna miss Joseph. I liked him. His wife, she was hot."
tst,e23,c11,u002,Phoebe Buffay,sad,"[['Can', 'I', 'please', 'take', 'these', 'off', '?'], ['I', 'swear', 'I', 'wo', ""n't"", 'scratch', '.']]",Can I please take these off? I swear I won't scratch.
tst,e23,c11,u003,Rachel Green,neutral,"[['No', 'sorry', 'hon', ',', 'Monica', ""'s"", 'orders', '.']]","No sorry hon, Monica's orders."
tst,e23,c11,u004,Ryan,neutral,"[['Well', 'that', 'was', ""n't"", 'easy', '.']]",Well that wasn't easy.
tst,e23,c11,u005,Ross Geller,neutral,"[['Ok', ',', 'dinner', ""'s"", 'on', '.']]","Ok, dinner's on."
tst,e23,c11,u006,Rachel Green,powerful,"[['And', 'there', ""'s"", 'a', 'peach', 'cobbler', 'warming', 'in', 'the', 'oven', 'so', 'the', 'plate', ""'s"", 'gon', 'na', 'be', 'hot', 'but', 'that', 'should', ""n't"", 'be', 'a', 'problem', 'for', 'you', '.']]",And there's a peach cobbler warming in the oven so the plate's gonna be hot but that shouldn't be a problem for you.
tst,e23,c11,u007,Ross Geller,neutral,"[['Alright', 'you', 'kids', ',', 'bye', 'now', '.']]","Alright you kids, bye now."
tst,e23,c11,u008,Phoebe Buffay,neutral,"[['Bye', '.']]",Bye.
tst,e23,c11,u009,Ross Geller,joy,"[['Oh', 'look', ',', 'a', 'low', 'budget', 'puppet', 'show', '.']]","Oh look, a low budget puppet show."
tst,e23,c11,u010,Phoebe Buffay,powerful,"[['It', ""'s"", 'such', 'a', 'shame', 'you', 'ca', ""n't"", 'see', 'which', 'finger', 'I', ""'m"", 'holding', 'up', '.']]",It's such a shame you can't see which finger I'm holding up.
tst,e23,c11,u011,Ryan,neutral,"[['Wine', '?']]",Wine?
tst,e23,c11,u012,Phoebe Buffay,neutral,"[['Please', '.']]",Please.
tst,e23,c11,u013,Ryan,sad,"[['Oh', ',', 'I', 'spilled', 'some', '.']]","Oh, I spilled some."
tst,e23,c11,u014,Phoebe Buffay,neutral,"[['I', 'got', 'it', '.']]",I got it.
tst,e23,c11,u015,Ryan,joy,"[['I', 'must', 'tell', 'you', ',', 'you', 'look', 'beautiful', 'tonight', '.']]","I must tell you, you look beautiful tonight."
tst,e23,c11,u016,Phoebe Buffay,neutral,"[['What', '?']]",What?
tst,e23,c11,u017,Ryan,joy,"[['Sorry', '.'], ['You', 'look', 'beautiful', '.']]",Sorry. You look beautiful.
tst,e23,c11,u018,Phoebe Buffay,peaceful,"[['Oh', '.']]",Oh.
tst,e23,c11,u019,Phoebe Buffay,powerful,"[['You', 'know', 'what', ',', 'that', ""'s"", 'it', ',', 'that', ""'s"", 'it', '.']]","You know what, that's it, that's it."
tst,e23,c12,u002,Richard Burke,neutral,"[['Monica', ',', 'wake', 'up', '.'], ['Monica', '.']]","Monica, wake up. Monica."
tst,e23,c12,u003,Monica Geller,neutral,"[['What', ""'s"", 'up', '?']]",What's up?
tst,e23,c12,u004,Richard Burke,neutral,"[['I', 'thought', 'of', 'a', 'thing', '.']]",I thought of a thing.
tst,e23,c12,u005,Monica Geller,neutral,"[['Yeah', '?']]",Yeah?
tst,e23,c12,u006,Richard Burke,neutral,"[['Yeah', '.'], ['I', 'have', 'to', 'sleep', ',', 'have', 'to', ',', 'on', 'this', 'side', 'of', 'the', 'bed', '.']]","Yeah. I have to sleep, have to, on this side of the bed."
tst,e23,c12,u007,Monica Geller,angry,"[['No', 'honey', '.'], ['You', 'have', 'to', 'sleep', 'on', 'this', 'side', 'of', 'the', 'bed', 'because', 'I', 'have', 'to', 'sleep', 'on', 'this', 'side', 'of', 'the', 'bed', '.']]",No honey. You have to sleep on this side of the bed because I have to sleep on this side of the bed.
tst,e23,c12,u008,Richard Burke,neutral,"[['Or', 'so', 'I', 'would', 'have', 'you', 'believe', '.']]",Or so I would have you believe.
tst,e23,c12,u009,Monica Geller,peaceful,"[['No', '.'], ['Big', 'deal', ',', 'so', 'you', 'have', 'a', 'side', 'of', 'the', 'bed', ',', 'everybody', 'has', 'a', 'side', 'of', 'the', 'bed', '.']]","No. Big deal, so you have a side of the bed, everybody has a side of the bed."
tst,e23,c12,u010,Richard Burke,angry,"[['Hey', 'come', 'on', ',', 'you', 'have', ""n't"", 'heard', 'my', 'reason', 'yet', '.']]","Hey come on, you haven't heard my reason yet."
tst,e23,c12,u011,Monica Geller,neutral,"[['Alright', ',', 'go', 'on', '.']]","Alright, go on."
tst,e23,c12,u012,Richard Burke,neutral,"[['Ok', ',', 'I', 'have', 'to', 'sleep', 'on', 'the', 'west', 'side', 'because', 'I', 'grew', 'up', 'in', 'California', 'and', 'otherwise', 'the', 'ocean', 'would', 'be', 'on', 'the', 'wrong', 'side', '.']]","Ok, I have to sleep on the west side because I grew up in California and otherwise the ocean would be on the wrong side."
tst,e23,c12,u013,Monica Geller,joy,"[['Oh', 'my', 'God', ',', 'you', ""'re"", 'a', 'freak', '.']]","Oh my God, you're a freak."
tst,e23,c12,u014,Richard Burke,neutral,"[['Yeah', '.'], ['How', ""'"", 'bout', 'that', '.']]",Yeah. How 'bout that.
tst,e23,c13,u002,Rachel Green,joy,"[['So', 'uh', ',', 'Ryan', ',', 'were', 'you', 'shipping', 'off', 'to', '?']]","So uh, Ryan, were you shipping off to?"
tst,e23,c13,u003,Ryan,neutral,"[['I', 'really', 'ca', ""n't"", 'say', '.']]",I really can't say.
tst,e23,c13,u004,Ross Geller,joy,"[['So', 'do', 'you', 'have', 'like', 'any', 'nuclear', 'weapons', 'on', 'board', '?']]",So do you have like any nuclear weapons on board?
tst,e23,c13,u005,Ryan,neutral,"[['I', 'ca', ""n't"", 'say', '.']]",I can't say.
